ID	X	Y	Zones_multispati	Zones_CPAclasico
26960	311851.30203182	6564907.96293256	II	II
26961	314351.30203182	6564907.96293256	II	II
26962	316851.30203182	6564907.96293256	II	II
26963	319351.30203182	6564907.96293256	II	II
26964	321851.30203182	6564907.96293256	II	II
26965	324351.30203182	6564907.96293256	II	II
26966	326851.30203182	6564907.96293256	II	II
26967	329351.30203182	6564907.96293256	II	II
26968	331851.30203182	6564907.96293256	II	II
26969	334351.30203182	6564907.96293256	II	II
26970	336851.30203182	6564907.96293256	II	II
26971	339351.30203182	6564907.96293256	II	II
26972	341851.30203182	6564907.96293256	II	II
26973	344351.30203182	6564907.96293256	II	II
26974	346851.30203182	6564907.96293256	II	II
26975	349351.30203182	6564907.96293256	II	II
26976	351851.30203182	6564907.96293256	II	II
26977	354351.30203182	6564907.96293256	II	II
26978	356851.30203182	6564907.96293256	II	II
26979	359351.30203182	6564907.96293256	II	II
26980	361851.30203182	6564907.96293256	II	.
26981	364351.30203182	6564907.96293256	II	II
26982	366851.30203182	6564907.96293256	II	II
26983	369351.30203182	6564907.96293256	II	II
26984	371851.30203182	6564907.96293256	II	.
26985	374351.30203182	6564907.96293256	II	II
26986	376851.30203182	6564907.96293256	II	II
26987	379351.30203182	6564907.96293256	II	II
26988	381851.30203182	6564907.96293256	II	II
26989	384351.30203182	6564907.96293256	II	II
26990	386851.30203182	6564907.96293256	II	II
26991	389351.30203182	6564907.96293256	II	II
26992	391851.30203182	6564907.96293256	II	III
26993	394351.30203182	6564907.96293256	II	III
26994	396851.30203182	6564907.96293256	II	III
26995	399351.30203182	6564907.96293256	II	III
26996	401851.30203182	6564907.96293256	II	III
26997	404351.30203182	6564907.96293256	III	III
26998	406851.30203182	6564907.96293256	III	III
26999	409351.30203182	6564907.96293256	III	III
27000	411851.30203182	6564907.96293256	III	III
27001	414351.30203182	6564907.96293256	III	III
27002	416851.30203182	6564907.96293256	III	III
27003	419351.30203182	6564907.96293256	III	III
27004	421851.30203182	6564907.96293256	III	III
27005	424351.30203182	6564907.96293256	III	III
27006	426851.30203182	6564907.96293256	III	III
27007	429351.30203182	6564907.96293256	III	III
27008	431851.30203182	6564907.96293256	III	III
27009	434351.30203182	6564907.96293256	III	III
27010	436851.30203182	6564907.96293256	III	III
27011	439351.30203182	6564907.96293256	III	III
27012	441851.30203182	6564907.96293256	III	III
27013	444351.30203182	6564907.96293256	III	III
27014	446851.30203182	6564907.96293256	III	III
27015	449351.30203182	6564907.96293256	III	III
27016	451851.30203182	6564907.96293256	III	III
27017	454351.30203182	6564907.96293256	III	III
27018	456851.30203182	6564907.96293256	III	III
27019	459351.30203182	6564907.96293256	III	III
27020	461851.30203182	6564907.96293256	III	III
27021	464351.30203182	6564907.96293256	III	III
27022	466851.30203182	6564907.96293256	III	III
27023	469351.30203182	6564907.96293256	III	III
27024	471851.30203182	6564907.96293256	III	III
27025	474351.30203182	6564907.96293256	III	III
27026	476851.30203182	6564907.96293256	III	III
27027	479351.30203182	6564907.96293256	III	III
27028	481851.30203182	6564907.96293256	III	III
27029	484351.30203182	6564907.96293256	III	III
27030	486851.30203182	6564907.96293256	III	III
27031	489351.30203182	6564907.96293256	III	III
27032	491851.30203182	6564907.96293256	III	III
27033	494351.30203182	6564907.96293256	III	III
27034	496851.30203182	6564907.96293256	III	III
27035	499351.30203182	6564907.96293256	III	III
27036	501851.30203182	6564907.96293256	III	III
27037	504351.30203182	6564907.96293256	III	III
27038	506851.30203182	6564907.96293256	III	III
27039	509351.30203182	6564907.96293256	III	III
27040	511851.30203182	6564907.96293256	III	III
27041	514351.30203182	6564907.96293256	III	III
27042	516851.30203182	6564907.96293256	III	III
27043	519351.30203182	6564907.96293256	III	III
27044	521851.30203182	6564907.96293256	III	III
27045	524351.30203182	6564907.96293256	III	III
27046	526851.30203182	6564907.96293256	III	III
27047	529351.30203182	6564907.96293256	III	III
27048	531851.30203182	6564907.96293256	III	III
27049	534351.30203182	6564907.96293256	III	III
27050	536851.30203182	6564907.96293256	III	III
27051	539351.30203182	6564907.96293256	III	III
27052	541851.30203182	6564907.96293256	III	III
27053	544351.30203182	6564907.96293256	III	III
27054	546851.30203182	6564907.96293256	III	III
27055	549351.30203182	6564907.96293256	III	III
27056	551851.30203182	6564907.96293256	III	III
27057	554351.30203182	6564907.96293256	III	III
27058	556851.30203182	6564907.96293256	III	III
27059	559351.30203182	6564907.96293256	III	III
27060	561851.30203182	6564907.96293256	III	III
27061	564351.30203182	6564907.96293256	III	III
27062	566851.30203182	6564907.96293256	III	III
27063	569351.30203182	6564907.96293256	III	III
27064	571851.30203182	6564907.96293256	III	III
27065	574351.30203182	6564907.96293256	III	III
27066	576851.30203182	6564907.96293256	III	III
27067	579351.30203182	6564907.96293256	III	III
27068	581851.30203182	6564907.96293256	III	III
27069	584351.30203182	6564907.96293256	III	III
27070	586851.30203182	6564907.96293256	III	III
27071	589351.30203182	6564907.96293256	III	III
27072	591851.30203182	6564907.96293256	III	III
27073	594351.30203182	6564907.96293256	III	III
27074	596851.30203182	6564907.96293256	III	III
27075	599351.30203182	6564907.96293256	III	III
27083	236851.30203182	6567407.96293256	I	I
27084	239351.30203182	6567407.96293256	I	I
27085	241851.30203182	6567407.96293256	I	I
27086	244351.30203182	6567407.96293256	I	I
27087	246851.30203182	6567407.96293256	I	I
27088	249351.30203182	6567407.96293256	I	I
27089	251851.30203182	6567407.96293256	I	I
27090	254351.30203182	6567407.96293256	I	I
27091	256851.30203182	6567407.96293256	I	I
27092	259351.30203182	6567407.96293256	I	I
27093	261851.30203182	6567407.96293256	I	I
27094	264351.30203182	6567407.96293256	I	I
27095	266851.30203182	6567407.96293256	I	I
27096	269351.30203182	6567407.96293256	I	II
27097	271851.30203182	6567407.96293256	I	I
27098	274351.30203182	6567407.96293256	I	I
27099	276851.30203182	6567407.96293256	II	.
27100	279351.30203182	6567407.96293256	II	II
27101	281851.30203182	6567407.96293256	I	II
27102	284351.30203182	6567407.96293256	I	II
27103	286851.30203182	6567407.96293256	I	I
27104	289351.30203182	6567407.96293256	I	I
27105	291851.30203182	6567407.96293256	I	I
27106	294351.30203182	6567407.96293256	I	I
27107	296851.30203182	6567407.96293256	I	I
27108	299351.30203182	6567407.96293256	I	I
27109	301851.30203182	6567407.96293256	II	II
27110	304351.30203182	6567407.96293256	II	II
27111	306851.30203182	6567407.96293256	II	I
27112	309351.30203182	6567407.96293256	II	II
27113	311851.30203182	6567407.96293256	II	II
27114	314351.30203182	6567407.96293256	II	II
27115	316851.30203182	6567407.96293256	II	II
27116	319351.30203182	6567407.96293256	II	II
27117	321851.30203182	6567407.96293256	II	.
27118	324351.30203182	6567407.96293256	II	II
27119	326851.30203182	6567407.96293256	II	II
27120	329351.30203182	6567407.96293256	II	II
27121	331851.30203182	6567407.96293256	II	II
27122	334351.30203182	6567407.96293256	II	II
27123	336851.30203182	6567407.96293256	II	II
27124	339351.30203182	6567407.96293256	II	II
27125	341851.30203182	6567407.96293256	II	II
27126	344351.30203182	6567407.96293256	II	II
27127	346851.30203182	6567407.96293256	II	II
27128	349351.30203182	6567407.96293256	II	II
27129	351851.30203182	6567407.96293256	II	II
27130	354351.30203182	6567407.96293256	II	II
27131	356851.30203182	6567407.96293256	II	II
27132	359351.30203182	6567407.96293256	II	II
27133	361851.30203182	6567407.96293256	II	II
27134	364351.30203182	6567407.96293256	II	II
27135	366851.30203182	6567407.96293256	II	.
27136	369351.30203182	6567407.96293256	II	.
27137	371851.30203182	6567407.96293256	II	.
27138	374351.30203182	6567407.96293256	II	II
27139	376851.30203182	6567407.96293256	II	II
27140	379351.30203182	6567407.96293256	II	II
27141	381851.30203182	6567407.96293256	II	II
27142	384351.30203182	6567407.96293256	II	II
27143	386851.30203182	6567407.96293256	II	IV
27144	389351.30203182	6567407.96293256	II	III
27145	391851.30203182	6567407.96293256	II	III
27146	394351.30203182	6567407.96293256	II	II
27147	396851.30203182	6567407.96293256	II	III
27148	399351.30203182	6567407.96293256	II	III
27149	401851.30203182	6567407.96293256	II	III
27150	404351.30203182	6567407.96293256	III	III
27151	406851.30203182	6567407.96293256	III	III
27152	409351.30203182	6567407.96293256	III	III
27153	411851.30203182	6567407.96293256	III	III
27154	414351.30203182	6567407.96293256	III	III
27155	416851.30203182	6567407.96293256	III	III
27156	419351.30203182	6567407.96293256	III	III
27157	421851.30203182	6567407.96293256	III	III
27158	424351.30203182	6567407.96293256	III	III
27159	426851.30203182	6567407.96293256	III	III
27160	429351.30203182	6567407.96293256	III	III
27161	431851.30203182	6567407.96293256	III	III
27162	434351.30203182	6567407.96293256	III	III
27163	436851.30203182	6567407.96293256	III	III
27164	439351.30203182	6567407.96293256	III	III
27165	441851.30203182	6567407.96293256	III	III
27166	444351.30203182	6567407.96293256	III	III
27167	446851.30203182	6567407.96293256	III	III
27168	449351.30203182	6567407.96293256	III	III
27169	451851.30203182	6567407.96293256	III	III
27170	454351.30203182	6567407.96293256	III	III
27171	456851.30203182	6567407.96293256	III	III
27172	459351.30203182	6567407.96293256	III	III
27173	461851.30203182	6567407.96293256	III	III
27174	464351.30203182	6567407.96293256	III	III
27175	466851.30203182	6567407.96293256	III	III
27176	469351.30203182	6567407.96293256	III	III
27177	471851.30203182	6567407.96293256	III	III
27178	474351.30203182	6567407.96293256	III	III
27179	476851.30203182	6567407.96293256	III	III
27180	479351.30203182	6567407.96293256	III	III
27181	481851.30203182	6567407.96293256	III	III
27182	484351.30203182	6567407.96293256	III	III
27183	486851.30203182	6567407.96293256	III	III
27184	489351.30203182	6567407.96293256	III	III
27185	491851.30203182	6567407.96293256	III	III
27186	494351.30203182	6567407.96293256	III	III
27187	496851.30203182	6567407.96293256	III	III
27188	499351.30203182	6567407.96293256	III	III
27189	501851.30203182	6567407.96293256	III	III
27190	504351.30203182	6567407.96293256	III	III
27191	506851.30203182	6567407.96293256	III	III
27192	509351.30203182	6567407.96293256	III	III
27193	511851.30203182	6567407.96293256	III	III
27194	514351.30203182	6567407.96293256	III	III
27195	516851.30203182	6567407.96293256	III	III
27196	519351.30203182	6567407.96293256	III	III
27197	521851.30203182	6567407.96293256	III	III
27198	524351.30203182	6567407.96293256	III	III
27199	526851.30203182	6567407.96293256	III	III
27200	529351.30203182	6567407.96293256	III	III
27201	531851.30203182	6567407.96293256	III	III
27202	534351.30203182	6567407.96293256	III	III
27203	536851.30203182	6567407.96293256	III	III
27204	539351.30203182	6567407.96293256	III	III
27205	541851.30203182	6567407.96293256	III	III
27206	544351.30203182	6567407.96293256	III	III
27207	546851.30203182	6567407.96293256	III	III
27208	549351.30203182	6567407.96293256	III	III
27209	551851.30203182	6567407.96293256	III	III
27210	554351.30203182	6567407.96293256	III	III
27211	556851.30203182	6567407.96293256	III	III
27212	559351.30203182	6567407.96293256	III	III
27213	561851.30203182	6567407.96293256	III	III
27214	564351.30203182	6567407.96293256	III	III
27215	566851.30203182	6567407.96293256	III	III
27216	569351.30203182	6567407.96293256	III	III
27217	571851.30203182	6567407.96293256	III	III
27218	574351.30203182	6567407.96293256	III	III
27219	576851.30203182	6567407.96293256	III	III
27220	579351.30203182	6567407.96293256	III	III
27221	581851.30203182	6567407.96293256	III	III
27222	584351.30203182	6567407.96293256	III	III
27223	586851.30203182	6567407.96293256	III	III
27224	589351.30203182	6567407.96293256	III	III
27225	591851.30203182	6567407.96293256	III	III
27226	594351.30203182	6567407.96293256	III	III
27227	596851.30203182	6567407.96293256	III	III
27228	599351.30203182	6567407.96293256	III	III
27229	601851.30203182	6567407.96293256	III	III
27237	239351.30203182	6569907.96293256	I	I
27238	241851.30203182	6569907.96293256	I	I
27239	244351.30203182	6569907.96293256	I	I
27240	246851.30203182	6569907.96293256	I	I
27241	249351.30203182	6569907.96293256	I	I
27242	251851.30203182	6569907.96293256	I	I
27243	254351.30203182	6569907.96293256	I	I
27244	256851.30203182	6569907.96293256	I	I
27245	259351.30203182	6569907.96293256	I	I
27246	261851.30203182	6569907.96293256	I	I
27247	264351.30203182	6569907.96293256	I	I
27248	266851.30203182	6569907.96293256	I	I
27249	269351.30203182	6569907.96293256	I	.
27250	271851.30203182	6569907.96293256	I	I
27251	274351.30203182	6569907.96293256	I	I
27252	276851.30203182	6569907.96293256	II	II
27253	279351.30203182	6569907.96293256	II	I
27254	281851.30203182	6569907.96293256	I	II
27255	284351.30203182	6569907.96293256	I	II
27256	286851.30203182	6569907.96293256	I	II
27257	289351.30203182	6569907.96293256	I	I
27258	291851.30203182	6569907.96293256	I	II
27259	294351.30203182	6569907.96293256	I	I
27260	296851.30203182	6569907.96293256	I	I
27261	299351.30203182	6569907.96293256	I	I
27262	301851.30203182	6569907.96293256	I	I
27263	304351.30203182	6569907.96293256	II	I
27264	306851.30203182	6569907.96293256	II	II
27265	309351.30203182	6569907.96293256	II	II
27266	311851.30203182	6569907.96293256	II	II
27267	314351.30203182	6569907.96293256	II	II
27268	316851.30203182	6569907.96293256	II	II
27269	319351.30203182	6569907.96293256	II	II
27270	321851.30203182	6569907.96293256	II	II
27271	324351.30203182	6569907.96293256	II	II
27272	326851.30203182	6569907.96293256	II	.
27273	329351.30203182	6569907.96293256	II	II
27274	331851.30203182	6569907.96293256	II	II
27275	334351.30203182	6569907.96293256	II	II
27276	336851.30203182	6569907.96293256	II	II
27277	339351.30203182	6569907.96293256	II	II
27278	341851.30203182	6569907.96293256	II	II
27279	344351.30203182	6569907.96293256	II	II
27280	346851.30203182	6569907.96293256	II	.
27281	349351.30203182	6569907.96293256	II	II
27282	351851.30203182	6569907.96293256	II	II
27283	354351.30203182	6569907.96293256	II	II
27284	356851.30203182	6569907.96293256	II	II
27285	359351.30203182	6569907.96293256	II	.
27286	361851.30203182	6569907.96293256	II	II
27287	364351.30203182	6569907.96293256	II	II
27288	366851.30203182	6569907.96293256	II	.
27289	369351.30203182	6569907.96293256	II	II
27290	371851.30203182	6569907.96293256	II	.
27291	374351.30203182	6569907.96293256	II	.
27292	376851.30203182	6569907.96293256	II	II
27293	379351.30203182	6569907.96293256	II	II
27294	381851.30203182	6569907.96293256	II	II
27295	384351.30203182	6569907.96293256	II	II
27296	386851.30203182	6569907.96293256	II	III
27297	389351.30203182	6569907.96293256	II	III
27298	391851.30203182	6569907.96293256	II	III
27299	394351.30203182	6569907.96293256	II	III
27300	396851.30203182	6569907.96293256	II	III
27301	399351.30203182	6569907.96293256	II	III
27302	401851.30203182	6569907.96293256	II	III
27303	404351.30203182	6569907.96293256	III	III
27304	406851.30203182	6569907.96293256	III	III
27305	409351.30203182	6569907.96293256	III	III
27306	411851.30203182	6569907.96293256	III	III
27307	414351.30203182	6569907.96293256	III	III
27308	416851.30203182	6569907.96293256	III	III
27309	419351.30203182	6569907.96293256	III	III
27310	421851.30203182	6569907.96293256	III	III
27311	424351.30203182	6569907.96293256	III	III
27312	426851.30203182	6569907.96293256	III	III
27313	429351.30203182	6569907.96293256	III	III
27314	431851.30203182	6569907.96293256	III	III
27315	434351.30203182	6569907.96293256	III	III
27316	436851.30203182	6569907.96293256	III	III
27317	439351.30203182	6569907.96293256	III	III
27318	441851.30203182	6569907.96293256	III	III
27319	444351.30203182	6569907.96293256	III	III
27320	446851.30203182	6569907.96293256	III	III
27321	449351.30203182	6569907.96293256	III	III
27322	451851.30203182	6569907.96293256	III	III
27323	454351.30203182	6569907.96293256	III	III
27324	456851.30203182	6569907.96293256	III	III
27325	459351.30203182	6569907.96293256	III	III
27326	461851.30203182	6569907.96293256	III	III
27327	464351.30203182	6569907.96293256	III	III
27328	466851.30203182	6569907.96293256	III	III
27329	469351.30203182	6569907.96293256	III	III
27330	471851.30203182	6569907.96293256	III	III
27331	474351.30203182	6569907.96293256	III	III
27332	476851.30203182	6569907.96293256	III	III
27333	479351.30203182	6569907.96293256	III	III
27334	481851.30203182	6569907.96293256	III	III
27335	484351.30203182	6569907.96293256	III	III
27336	486851.30203182	6569907.96293256	III	III
27337	489351.30203182	6569907.96293256	III	III
27338	491851.30203182	6569907.96293256	III	III
27339	494351.30203182	6569907.96293256	III	III
27340	496851.30203182	6569907.96293256	III	III
27341	499351.30203182	6569907.96293256	III	III
27342	501851.30203182	6569907.96293256	III	III
27343	504351.30203182	6569907.96293256	III	III
27344	506851.30203182	6569907.96293256	III	III
27345	509351.30203182	6569907.96293256	III	III
27346	511851.30203182	6569907.96293256	III	III
27347	514351.30203182	6569907.96293256	III	III
27348	516851.30203182	6569907.96293256	III	III
27349	519351.30203182	6569907.96293256	III	III
27350	521851.30203182	6569907.96293256	III	III
27351	524351.30203182	6569907.96293256	III	III
27352	526851.30203182	6569907.96293256	III	III
27353	529351.30203182	6569907.96293256	III	III
27354	531851.30203182	6569907.96293256	III	III
27355	534351.30203182	6569907.96293256	III	III
27356	536851.30203182	6569907.96293256	III	III
27357	539351.30203182	6569907.96293256	III	III
27358	541851.30203182	6569907.96293256	III	III
27359	544351.30203182	6569907.96293256	III	III
27360	546851.30203182	6569907.96293256	III	III
27361	549351.30203182	6569907.96293256	III	III
27362	551851.30203182	6569907.96293256	III	III
27363	554351.30203182	6569907.96293256	III	III
27364	556851.30203182	6569907.96293256	III	III
27365	559351.30203182	6569907.96293256	III	III
27366	561851.30203182	6569907.96293256	III	III
27367	564351.30203182	6569907.96293256	III	III
27368	566851.30203182	6569907.96293256	III	III
27369	569351.30203182	6569907.96293256	III	III
27370	571851.30203182	6569907.96293256	III	III
27371	574351.30203182	6569907.96293256	III	III
27372	576851.30203182	6569907.96293256	III	III
27373	579351.30203182	6569907.96293256	III	III
27374	581851.30203182	6569907.96293256	III	III
27375	584351.30203182	6569907.96293256	III	III
27376	586851.30203182	6569907.96293256	III	III
27377	589351.30203182	6569907.96293256	III	III
27378	591851.30203182	6569907.96293256	III	III
27379	594351.30203182	6569907.96293256	III	III
27380	596851.30203182	6569907.96293256	III	III
27381	599351.30203182	6569907.96293256	III	III
27382	601851.30203182	6569907.96293256	III	III
27390	239351.30203182	6572407.96293256	I	I
27391	241851.30203182	6572407.96293256	I	I
27392	244351.30203182	6572407.96293256	I	I
27393	246851.30203182	6572407.96293256	I	I
27394	249351.30203182	6572407.96293256	I	I
27395	251851.30203182	6572407.96293256	I	I
27396	254351.30203182	6572407.96293256	I	I
27397	256851.30203182	6572407.96293256	I	I
27398	259351.30203182	6572407.96293256	I	I
27399	261851.30203182	6572407.96293256	I	I
27400	264351.30203182	6572407.96293256	I	I
27401	266851.30203182	6572407.96293256	I	I
27402	269351.30203182	6572407.96293256	I	II
27403	271851.30203182	6572407.96293256	I	I
27404	274351.30203182	6572407.96293256	I	I
27405	276851.30203182	6572407.96293256	II	II
27406	279351.30203182	6572407.96293256	II	I
27407	281851.30203182	6572407.96293256	II	I
27408	284351.30203182	6572407.96293256	I	II
27409	286851.30203182	6572407.96293256	I	I
27410	289351.30203182	6572407.96293256	I	II
27411	291851.30203182	6572407.96293256	I	I
27412	294351.30203182	6572407.96293256	I	I
27413	296851.30203182	6572407.96293256	I	I
27414	299351.30203182	6572407.96293256	I	I
27415	301851.30203182	6572407.96293256	I	I
27416	304351.30203182	6572407.96293256	I	II
27417	306851.30203182	6572407.96293256	II	I
27418	309351.30203182	6572407.96293256	II	I
27419	311851.30203182	6572407.96293256	II	II
27420	314351.30203182	6572407.96293256	II	II
27421	316851.30203182	6572407.96293256	II	II
27422	319351.30203182	6572407.96293256	II	II
27423	321851.30203182	6572407.96293256	II	II
27424	324351.30203182	6572407.96293256	II	II
27425	326851.30203182	6572407.96293256	II	II
27426	329351.30203182	6572407.96293256	II	II
27427	331851.30203182	6572407.96293256	II	II
27428	334351.30203182	6572407.96293256	II	II
27429	336851.30203182	6572407.96293256	II	II
27430	339351.30203182	6572407.96293256	II	II
27431	341851.30203182	6572407.96293256	II	II
27432	344351.30203182	6572407.96293256	II	II
27433	346851.30203182	6572407.96293256	II	II
27434	349351.30203182	6572407.96293256	II	II
27435	351851.30203182	6572407.96293256	II	II
27436	354351.30203182	6572407.96293256	II	II
27437	356851.30203182	6572407.96293256	II	II
27438	359351.30203182	6572407.96293256	II	II
27439	361851.30203182	6572407.96293256	II	II
27440	364351.30203182	6572407.96293256	II	II
27441	366851.30203182	6572407.96293256	II	II
27442	369351.30203182	6572407.96293256	II	II
27443	371851.30203182	6572407.96293256	II	.
27444	374351.30203182	6572407.96293256	II	II
27445	376851.30203182	6572407.96293256	II	II
27446	379351.30203182	6572407.96293256	II	II
27447	381851.30203182	6572407.96293256	II	II
27448	384351.30203182	6572407.96293256	II	II
27449	386851.30203182	6572407.96293256	II	II
27450	389351.30203182	6572407.96293256	II	III
27451	391851.30203182	6572407.96293256	II	III
27452	394351.30203182	6572407.96293256	II	III
27453	396851.30203182	6572407.96293256	II	III
27454	399351.30203182	6572407.96293256	II	III
27455	401851.30203182	6572407.96293256	II	III
27456	404351.30203182	6572407.96293256	II	III
27457	406851.30203182	6572407.96293256	III	III
27458	409351.30203182	6572407.96293256	III	III
27459	411851.30203182	6572407.96293256	III	III
27460	414351.30203182	6572407.96293256	III	III
27461	416851.30203182	6572407.96293256	III	III
27462	419351.30203182	6572407.96293256	III	III
27463	421851.30203182	6572407.96293256	III	III
27464	424351.30203182	6572407.96293256	III	III
27465	426851.30203182	6572407.96293256	III	III
27466	429351.30203182	6572407.96293256	III	III
27467	431851.30203182	6572407.96293256	III	III
27468	434351.30203182	6572407.96293256	III	III
27469	436851.30203182	6572407.96293256	III	III
27470	439351.30203182	6572407.96293256	III	III
27471	441851.30203182	6572407.96293256	III	III
27472	444351.30203182	6572407.96293256	III	III
27473	446851.30203182	6572407.96293256	III	III
27474	449351.30203182	6572407.96293256	III	III
27475	451851.30203182	6572407.96293256	III	III
27476	454351.30203182	6572407.96293256	III	III
27477	456851.30203182	6572407.96293256	III	III
27478	459351.30203182	6572407.96293256	III	III
27479	461851.30203182	6572407.96293256	III	III
27480	464351.30203182	6572407.96293256	III	III
27481	466851.30203182	6572407.96293256	III	III
27482	469351.30203182	6572407.96293256	III	III
27483	471851.30203182	6572407.96293256	III	III
27484	474351.30203182	6572407.96293256	III	III
27485	476851.30203182	6572407.96293256	III	III
27486	479351.30203182	6572407.96293256	III	III
27487	481851.30203182	6572407.96293256	III	III
27488	484351.30203182	6572407.96293256	III	III
27489	486851.30203182	6572407.96293256	III	III
27490	489351.30203182	6572407.96293256	III	III
27491	491851.30203182	6572407.96293256	III	III
27492	494351.30203182	6572407.96293256	III	III
27493	496851.30203182	6572407.96293256	III	III
27494	499351.30203182	6572407.96293256	III	III
27495	501851.30203182	6572407.96293256	III	III
27496	504351.30203182	6572407.96293256	III	III
27497	506851.30203182	6572407.96293256	III	III
27498	509351.30203182	6572407.96293256	III	III
27499	511851.30203182	6572407.96293256	III	III
27500	514351.30203182	6572407.96293256	III	III
27501	516851.30203182	6572407.96293256	III	III
27502	519351.30203182	6572407.96293256	III	III
27503	521851.30203182	6572407.96293256	III	III
27504	524351.30203182	6572407.96293256	III	III
27505	526851.30203182	6572407.96293256	III	III
27506	529351.30203182	6572407.96293256	III	III
27507	531851.30203182	6572407.96293256	III	III
27508	534351.30203182	6572407.96293256	III	III
27509	536851.30203182	6572407.96293256	III	III
27510	539351.30203182	6572407.96293256	III	III
27511	541851.30203182	6572407.96293256	III	III
27512	544351.30203182	6572407.96293256	III	III
27513	546851.30203182	6572407.96293256	III	III
27514	549351.30203182	6572407.96293256	III	III
27515	551851.30203182	6572407.96293256	III	III
27516	554351.30203182	6572407.96293256	III	III
27517	556851.30203182	6572407.96293256	III	III
27518	559351.30203182	6572407.96293256	III	III
27519	561851.30203182	6572407.96293256	III	III
27520	564351.30203182	6572407.96293256	III	III
27521	566851.30203182	6572407.96293256	III	III
27522	569351.30203182	6572407.96293256	III	III
27523	571851.30203182	6572407.96293256	III	III
27524	574351.30203182	6572407.96293256	III	III
27525	576851.30203182	6572407.96293256	III	III
27526	579351.30203182	6572407.96293256	III	III
27527	581851.30203182	6572407.96293256	III	III
27528	584351.30203182	6572407.96293256	III	III
27529	586851.30203182	6572407.96293256	III	III
27530	589351.30203182	6572407.96293256	III	III
27531	591851.30203182	6572407.96293256	III	III
27532	594351.30203182	6572407.96293256	III	III
27533	596851.30203182	6572407.96293256	III	III
27534	599351.30203182	6572407.96293256	III	III
27535	601851.30203182	6572407.96293256	III	III
27544	241851.30203182	6574907.96293256	I	I
27545	244351.30203182	6574907.96293256	I	I
27546	246851.30203182	6574907.96293256	I	I
27547	249351.30203182	6574907.96293256	I	I
27548	251851.30203182	6574907.96293256	I	I
27549	254351.30203182	6574907.96293256	I	I
27550	256851.30203182	6574907.96293256	I	I
27551	259351.30203182	6574907.96293256	I	I
27552	261851.30203182	6574907.96293256	I	I
27553	264351.30203182	6574907.96293256	I	I
27554	266851.30203182	6574907.96293256	I	I
27555	269351.30203182	6574907.96293256	I	I
27556	271851.30203182	6574907.96293256	I	I
27557	274351.30203182	6574907.96293256	I	II
27558	276851.30203182	6574907.96293256	II	II
27559	279351.30203182	6574907.96293256	II	II
27560	281851.30203182	6574907.96293256	I	II
27561	284351.30203182	6574907.96293256	I	II
27562	286851.30203182	6574907.96293256	I	I
27563	289351.30203182	6574907.96293256	I	I
27564	291851.30203182	6574907.96293256	I	II
27565	294351.30203182	6574907.96293256	I	I
27566	296851.30203182	6574907.96293256	I	I
27567	299351.30203182	6574907.96293256	I	I
27568	301851.30203182	6574907.96293256	I	I
27569	304351.30203182	6574907.96293256	I	I
27570	306851.30203182	6574907.96293256	I	I
27571	309351.30203182	6574907.96293256	II	I
27572	311851.30203182	6574907.96293256	II	II
27573	314351.30203182	6574907.96293256	II	II
27574	316851.30203182	6574907.96293256	II	II
27575	319351.30203182	6574907.96293256	II	II
27576	321851.30203182	6574907.96293256	II	.
27577	324351.30203182	6574907.96293256	II	II
27578	326851.30203182	6574907.96293256	II	.
27579	329351.30203182	6574907.96293256	II	II
27580	331851.30203182	6574907.96293256	II	II
27581	334351.30203182	6574907.96293256	II	II
27582	336851.30203182	6574907.96293256	II	II
27583	339351.30203182	6574907.96293256	II	II
27584	341851.30203182	6574907.96293256	II	.
27585	344351.30203182	6574907.96293256	II	II
27586	346851.30203182	6574907.96293256	II	II
27587	349351.30203182	6574907.96293256	II	II
27588	351851.30203182	6574907.96293256	II	.
27589	354351.30203182	6574907.96293256	II	II
27590	356851.30203182	6574907.96293256	II	II
27591	359351.30203182	6574907.96293256	II	II
27592	361851.30203182	6574907.96293256	II	II
27593	364351.30203182	6574907.96293256	II	II
27594	366851.30203182	6574907.96293256	II	II
27595	369351.30203182	6574907.96293256	II	II
27596	371851.30203182	6574907.96293256	II	.
27597	374351.30203182	6574907.96293256	II	II
27598	376851.30203182	6574907.96293256	II	II
27599	379351.30203182	6574907.96293256	II	II
27600	381851.30203182	6574907.96293256	II	II
27601	384351.30203182	6574907.96293256	II	IV
27602	386851.30203182	6574907.96293256	II	IV
27603	389351.30203182	6574907.96293256	II	III
27604	391851.30203182	6574907.96293256	II	III
27605	394351.30203182	6574907.96293256	II	III
27606	396851.30203182	6574907.96293256	II	III
27607	399351.30203182	6574907.96293256	II	III
27608	401851.30203182	6574907.96293256	II	III
27609	404351.30203182	6574907.96293256	II	III
27610	406851.30203182	6574907.96293256	III	III
27611	409351.30203182	6574907.96293256	III	III
27612	411851.30203182	6574907.96293256	III	III
27613	414351.30203182	6574907.96293256	III	III
27614	416851.30203182	6574907.96293256	III	III
27615	419351.30203182	6574907.96293256	III	III
27616	421851.30203182	6574907.96293256	III	III
27617	424351.30203182	6574907.96293256	III	III
27618	426851.30203182	6574907.96293256	III	III
27619	429351.30203182	6574907.96293256	III	III
27620	431851.30203182	6574907.96293256	III	III
27621	434351.30203182	6574907.96293256	III	III
27622	436851.30203182	6574907.96293256	III	III
27623	439351.30203182	6574907.96293256	III	III
